,0,1,2,3,4,5,6,7,8,9
24073,263,FIU,31,468,698,67.0,Free-Throw Percentage,2014,,
24074,264,Mississippi Val.,32,474,707,67.0,Free-Throw Percentage,2014,,
24075,265,Southern California,32,510,761,67.0,Free-Throw Percentage,2014,,
24076,266,Duquesne,30,480,717,66.9,Free-Throw Percentage,2014,,
24077,267,LSU,34,473,707,66.9,Free-Throw Percentage,2014,,
24078,268,Richmond,33,487,728,66.9,Free-Throw Percentage,2014,,
24079,269,Florida,39,582,871,66.8,Free-Throw Percentage,2014,,
24080,270,Sam Houston St.,35,647,969,66.8,Free-Throw Percentage,2014,,
24081,271,Houston,33,467,700,66.7,Free-Throw Percentage,2014,,
24082,272,Loyola Maryland,30,452,678,66.7,Free-Throw Percentage,2014,,
24083,-,Grambling,29,430,645,66.7,Free-Throw Percentage,2014,,
24084,274,Austin Peay,30,535,804,66.5,Free-Throw Percentage,2014,,
24085,275,SIUE,31,429,645,66.5,Free-Throw Percentage,2014,,
24086,276,Middle Tenn.,33,529,796,66.5,Free-Throw Percentage,2014,,
24087,277,Cornell,28,299,450,66.4,Free-Throw Percentage,2014,,
24088,278,Western Ill.,30,362,545,66.4,Free-Throw Percentage,2014,,
24089,279,Wofford,33,393,592,66.4,Free-Throw Percentage,2014,,
24090,280,Manhattan,33,676,1019,66.3,Free-Throw Percentage,2014,,
24091,281,Mississippi St.,33,510,769,66.3,Free-Throw Percentage,2014,,
24092,282,Texas St.,31,364,549,66.3,Free-Throw Percentage,2014,,
24093,283,IPFW,36,539,813,66.3,Free-Throw Percentage,2014,,
24094,284,San Diego St.,36,598,902,66.3,Free-Throw Percentage,2014,,
24095,285,Stetson,31,391,590,66.3,Free-Throw Percentage,2014,,
24096,286,A&M-Corpus Chris,34,528,797,66.2,Free-Throw Percentage,2014,,
24097,287,Ga. Southern,34,484,731,66.2,Free-Throw Percentage,2014,,
24098,288,South Fla.,32,501,757,66.2,Free-Throw Percentage,2014,,
24099,289,Troy,31,496,750,66.1,Free-Throw Percentage,2014,,
24100,290,Louisville,37,608,920,66.1,Free-Throw Percentage,2014,,
24101,291,Ark.-Pine Bluff,31,446,675,66.1,Free-Throw Percentage,2014,,
24102,292,Long Beach St.,32,401,607,66.1,Free-Throw Percentage,2014,,
24103,293,Tex.-Pan American,32,436,660,66.1,Free-Throw Percentage,2014,,
24104,294,Butler,31,432,654,66.1,Free-Throw Percentage,2014,,
24105,295,Hofstra,33,531,806,65.9,Free-Throw Percentage,2014,,
24106,296,Arizona,38,573,870,65.9,Free-Throw Percentage,2014,,
24107,297,Cal St. Fullerton,31,433,658,65.8,Free-Throw Percentage,2014,,
24108,-,Vanderbilt,31,433,658,65.8,Free-Throw Percentage,2014,,
24109,299,UAB,31,508,772,65.8,Free-Throw Percentage,2014,,
24110,300,Washington St.,31,392,596,65.8,Free-Throw Percentage,2014,,
24111,Assists Per Game,2014,,,,,,,,
24112,1,Iowa St.,36,663,18.4,Assists Per Game,2014,,,
24113,2,Creighton,35,614,17.5,Assists Per Game,2014,,,
24114,3,Iona,33,576,17.5,Assists Per Game,2014,,,
24115,4,Memphis,34,591,17.4,Assists Per Game,2014,,,
24116,5,UCLA,37,636,17.2,Assists Per Game,2014,,,
24117,6,Michigan St.,38,637,16.8,Assists Per Game,2014,,,
24118,7,Southeast Mo. St.,32,533,16.7,Assists Per Game,2014,,,
24119,8,Northwestern St.,31,513,16.5,Assists Per Game,2014,,,
24120,9,Stephen F. Austin,35,574,16.4,Assists Per Game,2014,,,
24121,10,Mercer,36,586,16.3,Assists Per Game,2014,,,
24122,11,Iowa,33,532,16.1,Assists Per Game,2014,,,
24123,12,Utah St.,32,510,15.9,Assists Per Game,2014,,,
24124,13,UC Santa Barbara,30,478,15.9,Assists Per Game,2014,,,
24125,14,Belmont,36,571,15.9,Assists Per Game,2014,,,
24126,15,Oakland,33,522,15.8,Assists Per Game,2014,,,
24127,16,Louisiana Tech,37,582,15.7,Assists Per Game,2014,,,
24128,17,Sam Houston St.,35,550,15.7,Assists Per Game,2014,,,
24129,18,Pittsburgh,36,563,15.6,Assists Per Game,2014,,,
24130,19,UC Irvine,35,546,15.6,Assists Per Game,2014,,,
24131,20,Youngstown St.,32,499,15.6,Assists Per Game,2014,,,
24132,21,BYU,35,544,15.5,Assists Per Game,2014,,,
24133,22,USC Upstate,34,526,15.5,Assists Per Game,2014,,,
24134,23,Villanova,34,523,15.4,Assists Per Game,2014,,,
24135,-,North Carolina,34,523,15.4,Assists Per Game,2014,,,
24136,25,New Mexico,34,522,15.4,Assists Per Game,2014,,,
24137,26,Louisville,37,568,15.4,Assists Per Game,2014,,,
24138,27,California,35,537,15.3,Assists Per Game,2014,,,
24139,28,Arkansas,34,521,15.3,Assists Per Game,2014,,,
24140,29,Utah,33,504,15.3,Assists Per Game,2014,,,
24141,30,Green Bay,31,473,15.3,Assists Per Game,2014,,,
24142,31,Kansas St.,33,503,15.2,Assists Per Game,2014,,,
24143,32,Duquesne,30,457,15.2,Assists Per Game,2014,,,
24144,33,Portland,31,472,15.2,Assists Per Game,2014,,,
24145,34,SMU,37,561,15.2,Assists Per Game,2014,,,
24146,35,Notre Dame,32,484,15.1,Assists Per Game,2014,,,
24147,36,Ohio,37,559,15.1,Assists Per Game,2014,,,
24148,37,Arizona,38,574,15.1,Assists Per Game,2014,,,
24149,38,Gardner-Webb,33,498,15.1,Assists Per Game,2014,,,
24150,-,Massachusetts,33,498,15.1,Assists Per Game,2014,,,
24151,40,Buffalo,29,436,15.0,Assists Per Game,2014,,,
24152,41,Denver,31,466,15.0,Assists Per Game,2014,,,
24153,42,Toledo,34,509,15.0,Assists Per Game,2014,,,
24154,43,Kansas,35,523,14.9,Assists Per Game,2014,,,
24155,44,American,33,492,14.9,Assists Per Game,2014,,,
24156,45,Baylor,38,563,14.8,Assists Per Game,2014,,,
24157,46,Marquette,32,474,14.8,Assists Per Game,2014,,,
24158,47,Austin Peay,30,444,14.8,Assists Per Game,2014,,,
24159,48,Houston,33,486,14.7,Assists Per Game,2014,,,
24160,49,Evansville,33,485,14.7,Assists Per Game,2014,,,
24161,50,High Point,31,455,14.7,Assists Per Game,2014,,,
24162,Assists Per Game,2014,,,,,,,,
24163,51,Eastern Ky.,34,498,14.6,Assists Per Game,2014,,,
24164,-,N.C. Central,34,498,14.6,Assists Per Game,2014,,,
24165,53,Oklahoma,33,483,14.6,Assists Per Game,2014,,,
24166,54,Xavier,34,497,14.6,Assists Per Game,2014,,,
24167,55,Gonzaga,36,525,14.6,Assists Per Game,2014,,,
24168,56,Penn,28,408,14.6,Assists Per Game,2014,,,
24169,57,IPFW,36,524,14.6,Assists Per Game,2014,,,
24170,58,Duke,35,509,14.5,Assists Per Game,2014,,,
24171,59,San Francisco,33,479,14.5,Assists Per Game,2014,,,
24172,60,Oregon,34,492,14.5,Assists Per Game,2014,,,
24173,61,Maine,29,418,14.4,Assists Per Game,2014,,,
24174,62,Princeton,30,431,14.4,Assists Per Game,2014,,,
24175,63,Arizona St.,33,471,14.3,Assists Per Game,2014,,,
24176,64,Cleveland St.,33,469,14.2,Assists Per Game,2014,,,
24177,65,Colgate,31,440,14.2,Assists Per Game,2014,,,
24178,66,Michigan,37,525,14.2,Assists Per Game,2014,,,
24179,67,Campbell,32,454,14.2,Assists Per Game,2014,,,
24180,68,Saint Louis,34,482,14.2,Assists Per Game,2014,,,
24181,69,Utah Valley,32,453,14.2,Assists Per Game,2014,,,
24182,70,LSU,34,480,14.1,Assists Per Game,2014,,,
24183,71,Hawaii,31,437,14.1,Assists Per Game,2014,,,
24184,72,Harvard,32,451,14.1,Assists Per Game,2014,,,
24185,73,Southern Miss.,36,507,14.1,Assists Per Game,2014,,,
24186,74,LIU Brooklyn,29,408,14.1,Assists Per Game,2014,,,
24187,75,UNI,31,436,14.1,Assists Per Game,2014,,,
24188,-,Army,31,436,14.1,Assists Per Game,2014,,,
24189,77,Lipscomb,30,421,14.0,Assists Per Game,2014,,,
24190,78,SIUE,31,435,14.0,Assists Per Game,2014,,,
24191,79,VMI,35,491,14.0,Assists Per Game,2014,,,
24192,-,Boston U.,35,491,14.0,Assists Per Game,2014,,,
24193,81,Saint Joseph's,34,476,14.0,Assists Per Game,2014,,,
24194,-,Texas Southern,34,476,14.0,Assists Per Game,2014,,,
24195,83,George Washington,33,461,14.0,Assists Per Game,2014,,,
24196,84,William & Mary,32,447,14.0,Assists Per Game,2014,,,
24197,85,Air Force,30,419,14.0,Assists Per Game,2014,,,
24198,86,Minnesota,38,528,13.9,Assists Per Game,2014,,,
24199,87,Elon,32,442,13.8,Assists Per Game,2014,,,
24200,88,Pepperdine,31,428,13.8,Assists Per Game,2014,,,
24201,89,Rice,30,414,13.8,Assists Per Game,2014,,,
24202,90,UT Martin,31,426,13.7,Assists Per Game,2014,,,
24203,91,Wright St.,36,493,13.7,Assists Per Game,2014,,,
24204,92,Charleston So.,31,424,13.7,Assists Per Game,2014,,,
24205,93,Norfolk St.,34,465,13.7,Assists Per Game,2014,,,
24206,94,Davidson,33,451,13.7,Assists Per Game,2014,,,
24207,95,Wichita St.,36,491,13.6,Assists Per Game,2014,,,
24208,96,Samford,33,450,13.6,Assists Per Game,2014,,,
24209,97,Oklahoma St.,34,463,13.6,Assists Per Game,2014,,,
24210,98,Milwaukee,35,476,13.6,Assists Per Game,2014,,,
24211,-,Providence,35,476,13.6,Assists Per Game,2014,,,
24212,100,NJIT,29,394,13.6,Assists Per Game,2014,,,
24213,Assists Per Game,2014,,,,,,,,
24214,101,Temple,31,421,13.6,Assists Per Game,2014,,,
24215,102,Charlotte,31,420,13.5,Assists Per Game,2014,,,
24216,103,Siena,38,514,13.5,Assists Per Game,2014,,,
24217,104,La.-Lafayette,35,472,13.5,Assists Per Game,2014,,,
24218,105,UTEP,34,458,13.5,Assists Per Game,2014,,,
24219,-,East Carolina,34,458,13.5,Assists Per Game,2014,,,
24220,107,CSUN,35,471,13.5,Assists Per Game,2014,,,
24221,108,Eastern Wash.,31,417,13.5,Assists Per Game,2014,,,
24222,109,Oregon St.,32,430,13.4,Assists Per Game,2014,,,
24223,-,Longwood,32,430,13.4,Assists Per Game,2014,,,
24224,111,St. Bonaventure,33,443,13.4,Assists Per Game,2014,,,
24225,112,Morehead St.,34,456,13.4,Assists Per Game,2014,,,
24226,113,Sacramento St.,30,402,13.4,Assists Per Game,2014,,,
24227,114,Citadel,33,442,13.4,Assists Per Game,2014,,,
24228,115,Brown,29,388,13.4,Assists Per Game,2014,,,
24229,116,Washington,32,427,13.3,Assists Per Game,2014,,,
24230,117,Wake Forest,33,440,13.3,Assists Per Game,2014,,,
24231,118,Seton Hall,34,452,13.3,Assists Per Game,2014,,,
24232,119,Arkansas St.,32,425,13.3,Assists Per Game,2014,,,
24233,120,Georgia St.,34,451,13.3,Assists Per Game,2014,,,
24234,121,UNLV,33,437,13.2,Assists Per Game,2014,,,
24235,122,Nicholls St.,29,384,13.2,Assists Per Game,2014,,,
24236,123,Liberty,32,423,13.2,Assists Per Game,2014,,,
24237,124,New Mexico St.,36,474,13.2,Assists Per Game,2014,,,
24238,125,South Dakota St.,32,421,13.2,Assists Per Game,2014,,,
24239,126,St. John's (NY),33,434,13.2,Assists Per Game,2014,,,
24240,-,Georgia Tech,33,434,13.2,Assists Per Game,2014,,,
24241,128,Radford,35,460,13.1,Assists Per Game,2014,,,
24242,129,Seattle,30,394,13.1,Assists Per Game,2014,,,
24243,130,Weber St.,31,407,13.1,Assists Per Game,2014,,,
24244,131,Bryant,32,420,13.1,Assists Per Game,2014,,,
24245,132,Middle Tenn.,33,433,13.1,Assists Per Game,2014,,,
24246,-,Manhattan,33,433,13.1,Assists Per Game,2014,,,
24247,134,Murray St.,34,446,13.1,Assists Per Game,2014,,,
24248,135,VCU,35,459,13.1,Assists Per Game,2014,,,
24249,136,Dayton,37,485,13.1,Assists Per Game,2014,,,
24250,137,Jacksonville,30,393,13.1,Assists Per Game,2014,,,
24251,138,Purdue,32,419,13.1,Assists Per Game,2014,,,
24252,-,Southern U.,32,419,13.1,Assists Per Game,2014,,,
24253,-,Loyola Chicago,32,419,13.1,Assists Per Game,2014,,,
24254,141,West Virginia,33,432,13.1,Assists Per Game,2014,,,
24255,142,Virginia,37,484,13.1,Assists Per Game,2014,,,
24256,143,Georgetown,33,431,13.1,Assists Per Game,2014,,,
24257,144,Florida,39,509,13.1,Assists Per Game,2014,,,
24258,145,Central Conn. St.,30,391,13.0,Assists Per Game,2014,,,
24259,146,Vanderbilt,31,404,13.0,Assists Per Game,2014,,,
24260,147,Lehigh,32,416,13.0,Assists Per Game,2014,,,
24261,148,Alabama St.,32,415,13.0,Assists Per Game,2014,,,
24262,149,North Carolina St.,36,466,12.9,Assists Per Game,2014,,,
24263,150,Indiana St.,34,440,12.9,Assists Per Game,2014,,,
24264,Assists Per Game,2014,,,,,,,,
24265,151,Texas,35,452,12.9,Assists Per Game,2014,,,
24266,152,Texas A&M,34,439,12.9,Assists Per Game,2014,,,
24267,153,Lafayette,31,400,12.9,Assists Per Game,2014,,,
24268,154,Valparaiso,34,437,12.9,Assists Per Game,2014,,,
24269,155,Vermont,33,424,12.8,Assists Per Game,2014,,,
24270,156,Portland St.,32,411,12.8,Assists Per Game,2014,,,
24271,157,Wofford,33,423,12.8,Assists Per Game,2014,,,
24272,158,FGCU,35,447,12.8,Assists Per Game,2014,,,
24273,159,Stony Brook,34,434,12.8,Assists Per Game,2014,,,
24274,160,Tennessee,37,472,12.8,Assists Per Game,2014,,,
24275,161,Drake,31,395,12.7,Assists Per Game,2014,,,
24276,162,Morgan St.,31,394,12.7,Assists Per Game,2014,,,
24277,163,Navy,30,381,12.7,Assists Per Game,2014,,,
24278,-,South Dakota,30,381,12.7,Assists Per Game,2014,,,
24279,165,Central Ark.,29,368,12.7,Assists Per Game,2014,,,
24280,166,Rutgers,33,418,12.7,Assists Per Game,2014,,,
24281,-,Alabama A&M,30,380,12.7,Assists Per Game,2014,,,
24282,168,Colorado St.,32,405,12.7,Assists Per Game,2014,,,
24283,-,Long Beach St.,32,405,12.7,Assists Per Game,2014,,,
24284,170,UAB,31,392,12.6,Assists Per Game,2014,,,
24285,171,La.-Monroe,27,341,12.6,Assists Per Game,2014,,,
24286,172,Loyola Marymount,32,404,12.6,Assists Per Game,2014,,,
24287,-,Southern California,32,404,12.6,Assists Per Game,2014,,,
24288,-,Quinnipiac,32,404,12.6,Assists Per Game,2014,,,
24289,175,Dartmouth,28,352,12.6,Assists Per Game,2014,,,
24290,176,UNC Asheville,32,402,12.6,Assists Per Game,2014,,,
24291,-,South Fla.,32,402,12.6,Assists Per Game,2014,,,
24292,178,Tulsa,34,427,12.6,Assists Per Game,2014,,,
24293,179,UCF,31,389,12.5,Assists Per Game,2014,,,
24294,180,North Florida,32,401,12.5,Assists Per Game,2014,,,
24295,181,Sacred Heart,31,388,12.5,Assists Per Game,2014,,,
24296,182,Ole Miss,33,413,12.5,Assists Per Game,2014,,,
24297,183,A&M-Corpus Chris,34,425,12.5,Assists Per Game,2014,,,
24298,-,Canisius,34,425,12.5,Assists Per Game,2014,,,
24299,-,Pacific,34,425,12.5,Assists Per Game,2014,,,
24300,-,Cincinnati,34,425,12.5,Assists Per Game,2014,,,
24301,-,Tex.-Pan American,32,400,12.5,Assists Per Game,2014,,,
24302,-,Ball St.,30,375,12.5,Assists Per Game,2014,,,
24303,189,Wyoming,33,412,12.5,Assists Per Game,2014,,,
24304,190,Miami (OH),31,387,12.5,Assists Per Game,2014,,,
24305,191,St. Francis Brooklyn,32,399,12.5,Assists Per Game,2014,,,
24306,192,Boston College,32,398,12.4,Assists Per Game,2014,,,
24307,193,Western Ill.,30,373,12.4,Assists Per Game,2014,,,
24308,194,La Salle,31,385,12.4,Assists Per Game,2014,,,
24309,-,Houston Baptist,31,385,12.4,Assists Per Game,2014,,,
24310,196,Tennessee Tech,33,408,12.4,Assists Per Game,2014,,,
24311,197,Robert Morris,36,445,12.4,Assists Per Game,2014,,,
24312,198,Columbia,34,419,12.3,Assists Per Game,2014,,,
24313,199,Wisconsin,38,468,12.3,Assists Per Game,2014,,,
24314,200,St. Mary's (CA),35,430,12.3,Assists Per Game,2014,,,
24315,Assists Per Game,2014,,,,,,,,
24316,201,North Dakota,34,417,12.3,Assists Per Game,2014,,,
24317,202,East Tenn. St.,35,429,12.3,Assists Per Game,2014,,,
24318,203,South Carolina,34,416,12.2,Assists Per Game,2014,,,
24319,204,Delaware St.,30,367,12.2,Assists Per Game,2014,,,
24320,205,Fordham,31,379,12.2,Assists Per Game,2014,,,
24321,206,Santa Clara,33,403,12.2,Assists Per Game,2014,,,
24322,207,Western Caro.,34,415,12.2,Assists Per Game,2014,,,
24323,208,UConn,40,488,12.2,Assists Per Game,2014,,,
24324,209,Texas-Arlington,32,390,12.2,Assists Per Game,2014,,,
24325,210,Hartford,33,402,12.2,Assists Per Game,2014,,,
24326,211,Rider,31,377,12.2,Assists Per Game,2014,,,
24327,212,New Orleans,26,316,12.2,Assists Per Game,2014,,,
24328,213,Missouri St.,33,401,12.2,Assists Per Game,2014,,,
24329,-,Mississippi St.,33,401,12.2,Assists Per Game,2014,,,
24330,215,South Carolina St.,30,364,12.1,Assists Per Game,2014,,,
24331,216,Northern Colo.,32,388,12.1,Assists Per Game,2014,,,
24332,217,Bowling Green,32,387,12.1,Assists Per Game,2014,,,
24333,218,Monmouth,32,386,12.1,Assists Per Game,2014,,,
24334,219,Oral Roberts,33,398,12.1,Assists Per Game,2014,,,
24335,220,Fresno St.,39,470,12.1,Assists Per Game,2014,,,
24336,221,Lamar,30,361,12.0,Assists Per Game,2014,,,
24337,222,Rhode Island,32,385,12.0,Assists Per Game,2014,,,
24338,223,Marshall,33,397,12.0,Assists Per Game,2014,,,
24339,224,Illinois St.,34,409,12.0,Assists Per Game,2014,,,
24340,225,Ohio St.,35,421,12.0,Assists Per Game,2014,,,
24341,226,Bakersfield,32,384,12.0,Assists Per Game,2014,,,
24342,-,UC Davis,31,372,12.0,Assists Per Game,2014,,,
24343,228,Central Mich.,31,371,12.0,Assists Per Game,2014,,,
24344,229,Eastern Ill.,30,359,12.0,Assists Per Game,2014,,,
24345,230,Boise St.,34,406,11.9,Assists Per Game,2014,,,
24346,231,Stetson,31,370,11.9,Assists Per Game,2014,,,
24347,232,McNeese St.,31,369,11.9,Assists Per Game,2014,,,
24348,233,Bucknell,30,357,11.9,Assists Per Game,2014,,,
24349,234,UNC Greensboro,32,380,11.9,Assists Per Game,2014,,,
24350,-,Fla. Atlantic,32,380,11.9,Assists Per Game,2014,,,
24351,236,Chattanooga,33,391,11.8,Assists Per Game,2014,,,
24352,237,Hampton,31,367,11.8,Assists Per Game,2014,,,
24353,238,UMBC,30,355,11.8,Assists Per Game,2014,,,
24354,239,Syracuse,34,402,11.8,Assists Per Game,2014,,,
24355,240,Jacksonville St.,31,366,11.8,Assists Per Game,2014,,,
24356,241,Mt. St. Mary's,33,389,11.8,Assists Per Game,2014,,,
24357,242,Drexel,30,353,11.8,Assists Per Game,2014,,,
24358,243,Idaho St.,29,341,11.8,Assists Per Game,2014,,,
24359,244,UALR,32,376,11.8,Assists Per Game,2014,,,
24360,245,San Diego,35,410,11.7,Assists Per Game,2014,,,
24361,246,Southeastern La.,30,351,11.7,Assists Per Game,2014,,,
24362,247,Maryland,32,374,11.7,Assists Per Game,2014,,,
24363,248,Saint Francis (PA),31,361,11.6,Assists Per Game,2014,,,
24364,249,UMKC,30,349,11.6,Assists Per Game,2014,,,
24365,-,Auburn,30,349,11.6,Assists Per Game,2014,,,
24366,Assists Per Game,2014,,,,,,,,
24367,251,Presbyterian,32,372,11.6,Assists Per Game,2014,,,
24368,252,Northeastern,32,371,11.6,Assists Per Game,2014,,,
24369,253,Cal Poly,34,394,11.6,Assists Per Game,2014,,,
24370,254,North Dakota St.,33,382,11.6,Assists Per Game,2014,,,
24371,255,Detroit,32,370,11.6,Assists Per Game,2014,,,
24372,256,Coppin St.,32,369,11.5,Assists Per Game,2014,,,
24373,257,Stanford,36,415,11.5,Assists Per Game,2014,,,
24374,258,Indiana,32,368,11.5,Assists Per Game,2014,,,
24375,259,Yale,33,379,11.5,Assists Per Game,2014,,,
24376,260,Wagner,31,356,11.5,Assists Per Game,2014,,,
24377,261,Winthrop,33,378,11.5,Assists Per Game,2014,,,
24378,262,Texas Tech,32,366,11.4,Assists Per Game,2014,,,
24379,263,TCU,31,354,11.4,Assists Per Game,2014,,,
24380,264,Western Mich.,33,376,11.4,Assists Per Game,2014,,,
24381,265,Holy Cross,34,387,11.4,Assists Per Game,2014,,,
24382,-,Akron,34,387,11.4,Assists Per Game,2014,,,
24383,267,Colorado,35,397,11.3,Assists Per Game,2014,,,
24384,268,Montana,30,340,11.3,Assists Per Game,2014,,,
24385,269,Kent St.,32,362,11.3,Assists Per Game,2014,,,
24386,270,UMES,30,339,11.3,Assists Per Game,2014,,,
24387,271,Idaho,34,384,11.3,Assists Per Game,2014,,,
24388,-,Penn St.,34,384,11.3,Assists Per Game,2014,,,
24389,273,Ark.-Pine Bluff,31,350,11.3,Assists Per Game,2014,,,
24390,274,Western Ky.,32,361,11.3,Assists Per Game,2014,,,
24391,275,South Ala.,31,349,11.3,Assists Per Game,2014,,,
24392,-,UC Riverside,31,349,11.3,Assists Per Game,2014,,,
24393,277,Florida A&M,32,360,11.3,Assists Per Game,2014,,,
24394,-,Fairfield,32,360,11.3,Assists Per Game,2014,,,
24395,279,Loyola Maryland,30,336,11.2,Assists Per Game,2014,,,
24396,280,Chicago St.,32,358,11.2,Assists Per Game,2014,,,
24397,281,San Jose St.,31,346,11.2,Assists Per Game,2014,,,
24398,-,Ill.-Chicago,31,346,11.2,Assists Per Game,2014,,,
24399,283,Mississippi Val.,32,357,11.2,Assists Per Game,2014,,,
24400,284,Kentucky,40,446,11.2,Assists Per Game,2014,,,
24401,285,Butler,31,345,11.1,Assists Per Game,2014,,,
24402,286,Texas St.,31,344,11.1,Assists Per Game,2014,,,
24403,-,Kennesaw St.,31,344,11.1,Assists Per Game,2014,,,
24404,288,Troy,31,343,11.1,Assists Per Game,2014,,,
24405,-,Cal St. Fullerton,31,343,11.1,Assists Per Game,2014,,,
24406,290,Albany (NY),34,376,11.1,Assists Per Game,2014,,,
24407,291,Marist,31,342,11.0,Assists Per Game,2014,,,
24408,292,Northwestern,33,364,11.0,Assists Per Game,2014,,,
24409,293,Alabama,32,351,11.0,Assists Per Game,2014,,,
24410,294,Fairleigh Dickinson,31,339,10.9,Assists Per Game,2014,,,
24411,-,George Mason,31,339,10.9,Assists Per Game,2014,,,
24412,296,Virginia Tech,31,338,10.9,Assists Per Game,2014,,,
24413,297,Appalachian St.,30,327,10.9,Assists Per Game,2014,,,
24414,298,DePaul,33,359,10.9,Assists Per Game,2014,,,
24415,299,Nevada,32,347,10.8,Assists Per Game,2014,,,
24416,300,FIU,31,336,10.8,Assists Per Game,2014,,,
24417,Turnover Margin,2014,,,,,,,,
24418,1,Louisville,37,638,391,6.7,Turnover Margin,2014,,
24419,2,Eastern Ky.,34,574,359,6.3,Turnover Margin,2014,,
24420,3,VCU,35,638,428,6.0,Turnover Margin,2014,,
24421,4,Arkansas,34,579,392,5.5,Turnover Margin,2014,,
24422,5,Georgia St.,34,451,275,5.2,Turnover Margin,2014,,
24423,6,Louisiana Tech,37,606,424,4.9,Turnover Margin,2014,,
24424,7,Stephen F. Austin,35,555,393,4.6,Turnover Margin,2014,,
24425,8,Syracuse,34,455,306,4.4,Turnover Margin,2014,,
24426,9,N.C. Central,34,534,389,4.3,Turnover Margin,2014,,
24427,10,UCLA,37,529,379,4.1,Turnover Margin,2014,,
24428,11,Chicago St.,32,511,389,3.8,Turnover Margin,2014,,
24429,12,Oklahoma St.,34,484,356,3.8,Turnover Margin,2014,,
24430,13,San Diego St.,36,490,355,3.8,Turnover Margin,2014,,
24431,14,Eastern Mich.,37,564,432,3.6,Turnover Margin,2014,,
24432,15,North Dakota,34,499,379,3.5,Turnover Margin,2014,,
24433,16,Toledo,34,464,346,3.5,Turnover Margin,2014,,
24434,17,Cincinnati,34,485,377,3.2,Turnover Margin,2014,,
24435,18,Ohio St.,35,502,394,3.1,Turnover Margin,2014,,
24436,19,West Virginia,33,421,323,3.0,Turnover Margin,2014,,
24437,20,Harvard,32,459,365,2.9,Turnover Margin,2014,,
24438,21,Central Mich.,31,420,331,2.9,Turnover Margin,2014,,
24439,22,Ole Miss,33,462,369,2.8,Turnover Margin,2014,,
24440,23,Drexel,30,338,255,2.8,Turnover Margin,2014,,
24441,24,Northwestern St.,31,504,420,2.7,Turnover Margin,2014,,
24442,25,Oakland,33,455,367,2.7,Turnover Margin,2014,,
24443,26,Denver,31,388,307,2.6,Turnover Margin,2014,,
24444,27,Wright St.,36,574,480,2.6,Turnover Margin,2014,,
24445,28,Duke,35,425,334,2.6,Turnover Margin,2014,,
24446,29,Alabama St.,32,476,393,2.6,Turnover Margin,2014,,
24447,30,Richmond,33,433,351,2.5,Turnover Margin,2014,,
24448,31,St. John's (NY),33,434,353,2.5,Turnover Margin,2014,,
24449,32,UT Martin,31,437,361,2.5,Turnover Margin,2014,,
24450,33,Tulsa,34,477,394,2.4,Turnover Margin,2014,,
24451,34,Florida,39,526,431,2.4,Turnover Margin,2014,,
24452,35,Delaware,35,418,334,2.4,Turnover Margin,2014,,
24453,36,East Tenn. St.,35,491,408,2.4,Turnover Margin,2014,,
24454,37,Cal Poly,34,383,303,2.4,Turnover Margin,2014,,
24455,38,Southern Miss.,36,564,481,2.3,Turnover Margin,2014,,
24456,39,VMI,35,451,371,2.3,Turnover Margin,2014,,
24457,40,Tex.-Pan American,32,463,391,2.3,Turnover Margin,2014,,
24458,41,Wofford,33,424,351,2.2,Turnover Margin,2014,,
24459,42,Arizona,38,471,387,2.2,Turnover Margin,2014,,
24460,43,Santa Clara,33,399,329,2.1,Turnover Margin,2014,,
24461,44,Canisius,34,465,394,2.1,Turnover Margin,2014,,
24462,45,Youngstown St.,32,423,357,2.1,Turnover Margin,2014,,
24463,46,Iowa,33,439,371,2.1,Turnover Margin,2014,,
24464,47,Oregon,34,458,389,2.0,Turnover Margin,2014,,
24465,48,Charleston So.,31,394,334,1.9,Turnover Margin,2014,,
24466,49,Boston U.,35,478,411,1.9,Turnover Margin,2014,,
24467,50,Montana,30,356,299,1.9,Turnover Margin,2014,,
24468,Turnover Margin,2014,,,,,,,,
24469,51,Texas A&M,34,450,386,1.9,Turnover Margin,2014,,
24470,52,Middle Tenn.,33,478,416,1.9,Turnover Margin,2014,,
24471,-,St. Bonaventure,33,485,423,1.9,Turnover Margin,2014,,
24472,54,Portland St.,32,426,366,1.9,Turnover Margin,2014,,
24473,55,Loyola Maryland,30,413,357,1.9,Turnover Margin,2014,,
24474,56,Pittsburgh,36,440,373,1.9,Turnover Margin,2014,,
24475,57,Colorado St.,32,352,293,1.8,Turnover Margin,2014,,
24476,58,Villanova,34,468,406,1.8,Turnover Margin,2014,,
24477,59,Gardner-Webb,33,465,405,1.8,Turnover Margin,2014,,
24478,60,Butler,31,365,310,1.8,Turnover Margin,2014,,
24479,61,Lipscomb,30,428,376,1.7,Turnover Margin,2014,,
24480,62,Winthrop,33,469,412,1.7,Turnover Margin,2014,,
24481,63,Wichita St.,36,436,374,1.7,Turnover Margin,2014,,
24482,64,Radford,35,443,383,1.7,Turnover Margin,2014,,
24483,65,Boise St.,34,397,340,1.7,Turnover Margin,2014,,
24484,66,North Dakota St.,33,380,325,1.7,Turnover Margin,2014,,
24485,67,Wisconsin,38,370,307,1.7,Turnover Margin,2014,,
24486,68,Coppin St.,32,433,380,1.7,Turnover Margin,2014,,
