,Team Name,Year,Assists Per Game,Turnovers Per Game,Personal Fouls Per Game,Steals Per Game,Free-Throw Percentage,Field-Goal Percentage,Three-Point Field-Goal Percentage,Turnover Margin,Blocked Shots Per Game,Scoring Margin,Won-Lost Percentage,Three Pt FG Defense,Scoring Offense,Scoring Defense,Three-Point Field Goals Per Game,Rebound Margin,Field-Goal Percentage Defense,Qualified,adaPredictions
1336,San Diego St.,2016,10.7,12.3,14,5.5,68.7,42.1,32.3,-0.2,5.4,7.9,73.7,30.0,68.6,60.6,5.8,5.5,37.3,No,No
1337,San Diego St.,2017,10.9,11.7,15,6.9,69.8,41.6,31.7,1.1,5.0,5.9,57.6,32.4,68.5,62.5,7.1,1.3,38.8,No,No
1338,San Diego St.,2018,14.8,11.9,6,6.2,71.5,45.9,33.7,1.5,3.2,9.2,66.7,32.7,77.1,67.9,7.2,5.2,41.7,No,No
1339,San Diego St.,2011,13.5,10.9,8,6.1,69.7,46.3,34.9,1.6,4.6,12.6,91.9,31.9,71.9,59.2,6.0,6.8,39.6,No,No
1340,San Diego St.,2012,12.3,12.5,9,5.6,70.1,45.3,34.1,0.3,2.3,7.4,76.5,33.8,71.1,63.7,5.8,4.4,40.5,No,No
1341,San Diego St.,2013,12.5,12.1,5,6.9,68.3,43.8,32.7,0.6,4.6,8.2,67.6,32.3,69.3,61.1,5.9,3.7,39.3,No,No
1342,San Diego St.,2015,10.5,11.4,4,6.9,63.0,41.8,32.0,1.7,5.0,8.0,75.0,30.3,61.8,53.9,5.3,3.3,38.4,No,No
1343,Chicago St.,2016,11.7,14.3,17,7.7,67.0,38.3,30.4,0.4,3.1,-10.6,12.5,38.1,66.9,77.4,7.1,-3.5,45.4,No,No
1344,Chicago St.,2017,11.3,13.8,18,6.7,70.1,38.4,31.1,-0.2,2.1,-13.2,18.8,36.1,65.3,78.5,6.6,-4.8,46.5,No,No
1345,Chicago St.,2018,11.5,15.1,18,7.3,72.4,40.8,30.8,-0.9,2.5,-18.3,9.4,39.7,67.8,86.1,5.3,-6.8,49.7,No,No
1346,Chicago St.,2012,10.7,16.9,26,7.1,65.2,39.7,29.5,-2.6,3.3,-14.3,13.3,36.0,62.8,77.1,5.2,-2.8,45.1,No,No
1347,Chicago St.,2013,12.3,14.7,18,9.4,72.7,40.0,33.4,2.1,2.8,-3.8,33.3,36.0,65.2,69.0,7.0,-3.4,44.2,No,No
1348,Chicago St.,2015,9.2,14.7,16,8.4,66.7,37.7,30.1,0.7,2.9,-8.1,25.0,37.6,58.0,66.1,6.1,-1.2,44.6,No,No
1349,Stony Brook,2016,16.4,11.5,7,6.2,67.5,46.8,36.9,1.2,4.6,12.1,78.8,32.7,76.2,64.1,6.7,7.7,40.8,No,No
1350,Stony Brook,2017,12.2,10.2,10,5.4,72.2,40.4,32.7,3.1,3.2,0.3,56.3,37.5,69.2,68.9,7.8,-1.5,43.9,No,No
1351,Stony Brook,2018,13.3,14.0,13,8.2,65.7,41.7,32.9,0.9,2.9,-1.4,40.6,35.1,68.9,70.3,7.8,0.3,43.7,No,No
1352,Stony Brook,2010,11.6,12.6,6,7.2,69.2,43.0,35.3,1.6,1.9,4.9,68.8,35.3,68.9,64.0,6.1,2.7,41.8,No,No
1353,Stony Brook,2011,9.5,12.3,8,5.4,65.8,38.2,34.5,1.1,2.8,0.5,46.9,30.8,61.0,60.4,6.9,-0.3,39.0,No,No
1354,Stony Brook,2012,11.0,12.3,6,5.5,69.3,42.7,32.9,1.2,1.7,7.3,68.8,35.0,66.4,59.1,6.2,8.3,41.9,No,No
1355,Stony Brook,2013,12.3,11.8,1,6.4,70.4,44.4,35.3,1.6,3.8,10.5,75.8,31.0,68.0,57.5,5.8,5.2,37.8,No,No
1356,Stony Brook,2015,12.0,11.9,5,5.1,66.3,41.8,33.2,-0.5,4.2,5.4,65.7,34.1,65.4,60.1,5.5,8.3,39.6,No,No
1357,NC State,2017,14.3,13.4,13,5.1,70.0,46.8,35.6,-2.1,4.4,-2.0,46.9,37.0,77.6,79.6,7.1,0.2,45.0,No,No
1358,NC State,2018,16.1,12.1,12,7.4,69.6,47.0,37.2,2.6,3.7,6.2,63.6,31.6,81.3,75.1,8.0,0.4,46.5,No,No
1359,Providence,2016,15.7,11.3,10,6.5,72.5,42.1,32.1,3.2,3.5,3.5,68.6,32.3,73.6,70.1,7.1,-0.9,44.0,Yes,Yes
1360,Providence,2017,14.3,12.5,8,6.6,69.1,44.8,37.1,1.3,3.0,3.4,60.6,32.8,70.3,66.9,7.2,-1.3,44.0,Yes,Yes
1361,Providence,2018,13.9,12.3,9,6.8,70.4,44.1,33.2,1.1,3.7,0.9,60.0,32.2,73.6,72.7,6.4,-0.6,44.4,Yes,Yes
1362,Providence,2010,14.3,12.7,14,8.0,67.1,43.4,33.0,0.8,4.4,0.2,38.7,34.3,82.4,82.2,8.0,2.4,47.1,No,No
1363,Providence,2011,12.5,12.7,7,7.8,66.9,42.4,31.5,1.4,4.4,0.5,46.9,32.7,75.8,75.3,6.6,0.8,44.8,No,No
1364,Providence,2013,14.3,12.7,17,6.2,70.1,41.1,31.0,0.4,3.2,2.7,55.9,29.7,67.6,64.9,5.5,3.4,41.8,No,No
1365,Providence,2015,13.9,12.0,9,7.1,70.7,43.8,31.3,1.0,4.6,4.2,64.7,33.3,69.7,65.5,5.0,4.0,42.1,Yes,Yes
1366,Marquette,2016,16.2,14.7,14,7.8,72.6,46.8,33.9,-0.7,4.2,2.1,60.6,34.3,76.3,74.2,5.9,0.0,42.7,No,No
1367,Marquette,2017,16.4,12.4,18,7.2,78.1,48.7,42.9,0.7,3.6,6.7,59.4,36.8,82.2,75.5,10.5,-0.5,45.9,Yes,Yes
1368,Marquette,2018,15.7,12.3,20,6.1,80.5,47.5,41.7,0.5,3.7,2.8,60.0,35.9,81.3,78.5,11.0,-1.3,47.8,No,No
1369,Marquette,2010,15.2,10.4,11,7.9,74.1,45.6,41.3,4.0,2.1,8.4,64.7,32.5,73.1,64.6,8.1,-1.3,45.0,Yes,Yes
1370,Marquette,2011,15.5,12.3,7,7.2,69.6,46.5,34.9,1.7,3.6,6.4,59.5,35.8,75.2,68.8,5.2,2.4,43.8,Yes,Yes
1371,Marquette,2012,16.6,13.2,5,8.7,72.1,45.2,33.7,3.3,3.5,9.4,77.1,31.6,75.4,65.9,5.7,-0.1,40.2,Yes,Yes
1372,Marquette,2015,15.0,12.6,10,7.5,64.5,43.7,34.4,1.1,3.5,-1.9,40.6,36.0,65.1,67.0,6.5,-4.6,42.6,No,No
1373,Arkansas St.,2016,12.3,12.8,17,5.1,73.4,41.5,31.6,-1.4,4.4,-2.3,35.5,35.2,73.6,75.9,5.8,-0.5,39.9,No,No
1374,Arkansas St.,2017,12.4,12.9,17,5.4,63.8,46.1,38.0,0.2,2.6,4.2,62.5,31.6,73.3,69.1,6.9,2.9,43.3,No,No
1375,Arkansas St.,2018,10.8,13.1,14,6.7,71.8,44.0,34.0,0.6,2.9,-4.8,34.4,38.2,74.0,78.8,7.4,-2.0,49.2,No,No
1376,Arkansas St.,2010,13.1,13.9,16,5.1,66.3,44.6,34.9,-1.7,4.2,3.1,54.8,29.3,69.7,66.6,5.5,3.7,40.9,No,No
1377,Arkansas St.,2011,11.3,13.1,8,6.3,70.8,43.2,33.0,0.1,3.1,3.8,53.1,34.8,68.4,64.6,5.2,4.6,41.9,No,No
1378,Arkansas St.,2012,9.7,13.5,10,6.2,66.8,43.2,37.0,-0.5,2.3,-1.2,41.2,39.2,64.6,65.9,5.2,2.5,45.4,No,No
1379,Arkansas St.,2013,10.5,13.2,17,8.3,68.2,40.6,31.1,2.8,3.1,5.9,61.3,32.8,68.6,62.7,6.4,1.7,41.2,No,No
1380,Arkansas St.,2015,11.1,13.4,15,5.3,70.2,40.7,32.9,-1.6,3.1,-5.1,37.9,33.3,64.4,69.6,5.8,-1.2,42.6,No,No
1381,Louisiana Tech,2016,14.0,12.5,17,7.5,66.5,45.8,33.2,2.1,4.3,6.9,69.7,31.3,79.5,72.6,7.1,0.2,42.8,No,No
1382,Louisiana Tech,2017,16.5,12.3,5,6.8,70.9,46.7,36.1,1.5,5.3,10.7,69.7,34.3,77.5,66.8,7.8,3.5,41.4,No,No
1383,Louisiana Tech,2018,14.2,12.3,8,5.9,72.5,44.6,37.5,0.7,4.0,4.2,51.5,36.2,74.8,70.6,8.7,-0.5,44.1,No,No
1384,Louisiana Tech,2010,11.9,13.2,14,6.7,68.6,45.1,33.8,0.4,3.3,3.3,68.6,35.4,73.1,69.8,5.8,2.4,43.6,No,No
1385,Louisiana Tech,2011,10.3,16.7,20,5.6,64.8,41.9,33.0,-3.0,2.4,-3.8,37.5,32.9,64.1,67.9,6.0,2.2,42.7,No,No
1386,Louisiana Tech,2012,13.0,13.0,14,6.8,64.8,42.2,33.2,2.1,3.7,0.1,52.9,32.6,69.4,69.3,7.6,-2.6,44.4,No,No
1387,Louisiana Tech,2013,13.4,12.4,8,9.1,69.7,41.0,32.1,5.0,4.9,9.4,79.4,29.1,72.6,63.3,7.4,0.1,40.3,No,No
1388,Louisiana Tech,2015,14.0,10.8,7,8.4,68.9,44.7,32.8,4.8,5.8,7.5,75.0,33.8,73.1,65.6,6.9,-4.4,42.1,No,No
1389,Lamar,2011,14.6,15.3,15,8.2,68.7,43.1,36.0,1.7,3.7,6.1,43.3,32.8,82.1,76.0,7.8,3.1,43.9,No,No
1390,Lamar,2015,13.1,15.5,10,7.5,68.0,45.2,31.8,-0.5,3.8,0.5,50.0,35.5,71.5,71.1,5.6,2.4,45.2,No,No
1391,Youngstown St.,2016,14.6,12.1,18,6.8,71.1,43.0,36.5,0.6,2.5,-7.7,34.4,33.9,76.2,83.8,8.0,-8.0,47.0,No,No
1392,Youngstown St.,2017,15.1,11.9,15,5.5,67.2,44.0,33.3,0.4,3.1,-5.4,38.2,34.6,76.9,82.3,7.4,-4.0,46.2,No,No
1393,Youngstown St.,2018,13.9,14.4,17,8.3,63.6,42.7,33.0,1.2,3.9,-7.4,25.0,40.2,75.3,82.7,7.3,1.2,50.9,No,No
1394,Youngstown St.,2010,13.0,13.4,15,6.0,68.4,42.1,31.9,1.2,3.7,-3.0,26.7,36.8,66.7,69.7,5.1,-0.4,45.6,No,No
1395,Youngstown St.,2011,15.1,12.0,13,6.2,61.0,41.5,33.2,0.9,4.9,-5.1,30.0,36.2,69.1,74.2,7.8,-5.4,44.9,No,No
1396,Youngstown St.,2012,13.1,11.2,7,6.5,64.8,43.1,38.1,1.8,5.3,1.5,51.6,36.0,67.6,66.0,8.7,-4.2,43.0,No,No
1397,Youngstown St.,2013,14.8,11.7,14,6.8,69.2,43.1,34.7,1.6,5.4,2.1,52.9,34.8,71.4,69.3,7.2,-1.7,42.4,No,No
1398,Youngstown St.,2015,14.1,11.7,14,6.0,69.4,44.2,35.4,0.6,2.1,-3.3,34.4,36.9,71.5,74.8,6.5,-3.7,45.4,No,No
1399,Coppin St.,2016,11.2,13.2,15,5.6,70.6,38.4,33.3,0.8,2.9,-8.3,29.0,36.9,72.3,80.5,7.7,-4.4,47.1,No,No
1400,Coppin St.,2017,10.5,13.8,23,5.7,65.0,38.2,31.8,-0.2,2.3,-12.6,25.0,35.0,66.2,78.8,7.0,-5.5,47.0,No,No
1401,Coppin St.,2018,10.6,14.4,26,5.4,73.6,36.0,30.5,-1.8,2.6,-13.7,15.6,33.7,60.8,74.5,8.3,-7.8,42.7,No,No
1402,Coppin St.,2011,11.5,13.7,6,7.3,70.1,42.9,36.3,1.2,2.3,0.2,53.3,33.4,72.5,72.3,7.7,-1.8,42.7,No,No
1403,Coppin St.,2012,14.8,12.9,11,5.8,69.1,43.2,36.5,0.3,1.8,-1.5,46.7,34.5,73.8,75.2,9.6,-3.7,45.4,No,No
1404,Coppin St.,2013,10.3,14.8,9,7.8,69.6,36.6,31.6,1.8,1.8,-7.6,25.0,29.4,63.6,71.2,7.6,-8.6,44.5,No,No
1405,Coppin St.,2015,12.6,13.5,12,6.7,69.2,39.8,35.7,0.9,3.2,-10.9,25.8,37.8,71.6,82.5,9.5,-10.7,48.0,No,No
1406,Mt. St. Mary's,2016,10.9,12.2,13,7.5,69.2,40.1,31.7,5.2,3.6,-1.9,42.4,33.7,67.2,69.2,6.8,-8.4,45.4,No,No
1407,Mt. St. Mary's,2017,11.2,13.1,7,6.2,67.3,44.4,35.8,1.7,3.9,-0.8,55.6,34.1,67.9,68.7,7.3,-7.5,45.3,No,No
1408,Mt. St. Mary's,2018,14.0,11.0,3,6.9,73.3,45.5,37.9,2.7,3.9,0.9,56.3,34.7,72.8,71.9,10.1,-8.9,45.0,No,No
1409,Mt. St. Mary's,2010,11.4,13.4,12,7.6,63.7,42.2,35.0,2.0,4.6,2.8,51.6,30.6,66.0,63.2,5.9,-2.2,40.9,No,No
1410,Mt. St. Mary's,2012,11.4,16.6,14,6.1,64.4,42.4,31.7,-3.1,3.4,-6.8,27.6,32.8,60.3,67.1,5.5,0.1,44.2,No,No
1411,Mt. St. Mary's,2013,12.2,12.4,3,8.4,69.7,42.9,33.8,3.8,2.1,-1.8,56.3,39.1,69.8,71.5,8.6,-5.6,51.0,No,No
1412,Mt. St. Mary's,2015,11.4,12.2,6,6.7,68.2,40.2,33.0,1.5,3.7,-1.7,50.0,34.8,63.1,64.8,7.6,-2.4,44.5,No,No
1413,Utah St.,2016,14.6,12.0,10,5.5,69.2,45.1,37.0,-0.6,2.6,1.8,51.6,34.4,73.4,71.5,8.3,1.2,44.2,No,No
1414,Utah St.,2017,15.0,12.6,14,4.9,70.1,46.1,37.9,-1.6,2.9,1.5,45.2,33.6,72.3,70.8,7.5,0.8,42.3,No,No
1415,Utah St.,2018,13.9,13.0,11,5.0,70.5,45.4,36.4,-0.9,2.0,0.7,50.0,36.0,73.2,72.5,9.3,-0.3,44.9,No,No
1416,Utah St.,2010,16.7,10.2,14,4.6,75.8,48.8,41.4,1.0,3.5,13.2,77.1,32.2,73.1,59.9,6.9,5.9,40.5,No,No
1417,Utah St.,2011,14.7,11.8,9,4.8,73.7,47.0,36.7,0.3,3.2,13.4,88.2,30.2,72.0,58.7,6.1,7.6,38.3,No,No
1418,Utah St.,2012,13.4,12.1,18,3.9,71.9,47.5,36.7,-1.3,3.2,4.1,56.8,33.0,68.9,64.9,5.6,0.7,41.5,No,No
1419,Utah St.,2013,14.7,13.2,12,4.8,72.3,46.9,35.6,-3.7,4.0,5.3,67.7,33.7,68.8,63.6,5.7,9.1,41.2,No,No
1420,Utah St.,2015,14.4,10.4,12,4.8,67.2,45.2,39.4,0.5,4.6,2.9,58.1,29.7,66.6,63.6,7.5,-5.8,40.3,No,No
1421,Akron,2016,14.5,10.9,11,5.4,68.4,43.2,38.3,0.8,3.9,8.6,74.3,29.4,76.6,68.0,11.7,-0.1,41.0,No,No
1422,Akron,2017,14.4,11.7,15,5.5,68.3,46.6,37.2,-0.2,3.3,6.2,75.0,36.5,77.0,70.8,10.2,1.6,44.4,No,No
1423,Akron,2018,13.1,13.8,28,5.9,69.6,43.5,35.8,-0.9,2.5,-3.6,43.8,35.6,71.8,75.3,9.5,-1.2,46.1,No,No
1424,Akron,2010,13.5,13.3,13,6.1,65.7,43.3,33.9,0.9,3.3,5.1,68.6,32.0,70.6,65.5,6.7,2.3,41.7,No,No
1425,Akron,2011,14.4,12.0,13,6.7,70.4,43.0,36.1,2.3,3.6,4.4,63.9,32.0,70.1,65.7,7.9,-3.0,41.5,Yes,Yes
1426,Akron,2012,14.0,14.1,10,7.3,69.2,46.2,37.0,-0.1,4.1,6.3,64.7,30.1,72.2,65.9,6.1,2.4,42.0,No,No
1427,Akron,2013,14.7,13.9,8,7.0,64.3,45.5,33.2,-0.3,5.7,9.0,78.8,32.4,71.8,62.8,6.9,5.6,39.5,Yes,Yes
1428,Akron,2015,12.4,12.1,12,6.6,65.8,41.6,35.0,0.6,4.4,5.1,60.0,32.8,68.1,62.9,9.4,0.7,40.5,No,No
1429,Xavier,2016,16.1,12.6,13,7.2,73.0,45.2,36.3,1.4,3.0,10.1,82.4,31.1,80.5,70.4,7.5,7.5,41.5,No,No
1430,Xavier,2017,14.7,12.6,11,6.0,68.8,45.7,34.5,-0.6,2.6,3.3,63.2,33.4,74.6,71.3,7.0,6.1,45.0,No,No
1431,Xavier,2018,16.5,12.6,8,5.9,77.9,49.2,37.2,-1.1,3.1,9.6,82.9,33.4,84.4,74.7,7.8,7.1,43.1,No,No
1432,Xavier,2010,14.1,12.9,15,6.7,71.1,46.2,37.7,-0.1,3.8,10.3,74.3,29.8,79.8,69.5,7.1,5.3,41.0,No,No
1433,Xavier,2011,13.3,12.1,12,5.4,74.7,46.1,32.9,0.5,3.1,7.5,75.0,33.9,72.1,64.6,5.4,4.3,40.6,No,No
1434,Xavier,2015,16.1,12.1,13,6.0,73.0,47.5,35.1,0.5,2.9,5.9,62.2,34.5,73.3,67.4,6.3,3.7,43.5,No,No
1435,Eastern Ill.,2016,13.9,12.1,18,5.9,65.5,44.0,35.0,1.5,2.3,-2.3,43.3,33.4,71.5,73.8,7.7,-5.3,44.5,No,No
1436,Eastern Ill.,2017,15.3,12.8,27,6.8,73.2,41.7,37.2,3.0,4.1,3.0,48.3,35.4,74.8,71.8,8.9,-1.6,43.1,No,No
1437,Eastern Ill.,2018,12.6,13.5,15,5.9,68.4,42.4,35.7,-0.2,4.5,-1.8,38.7,38.3,66.6,68.4,7.2,-0.2,43.6,No,No
1438,Eastern Ill.,2012,13.2,13.1,10,5.7,75.7,43.6,34.2,0.4,2.3,-3.0,41.4,37.2,65.4,68.4,5.1,-1.7,45.4,No,No
1439,Eastern Ill.,2013,13.1,12.9,10,6.5,66.4,43.7,35.0,0.3,2.1,-3.8,34.4,38.9,60.4,64.2,6.0,-0.5,46.1,No,No
1440,Eastern Ill.,2015,13.2,12.0,4,5.6,65.2,44.0,37.5,0.1,4.3,-1.2,54.5,34.1,63.5,64.7,7.3,-5.5,41.6,No,No
1441,Princeton,2016,14.9,11.4,5,7.1,71.1,46.4,38.3,1.4,3.6,10.5,75.9,34.8,79.1,68.6,9.7,2.9,43.6,No,No
1442,Princeton,2017,14.3,9.9,6,6.7,73.8,45.0,37.8,3.2,3.1,10.2,76.7,33.2,71.6,61.4,9.9,-0.1,41.6,Yes,Yes
1443,Princeton,2018,12.7,11.5,5,4.7,70.7,45.3,37.4,0.1,3.1,0.8,44.8,35.5,72.6,71.8,9.9,-1.4,44.9,No,No
1444,Princeton,2010,11.7,13.1,8,7.7,71.8,44.1,35.9,1.3,3.3,7.1,71.0,32.9,60.4,53.3,6.6,1.2,39.8,No,No
1445,Princeton,2011,13.3,12.2,7,6.0,73.2,46.5,36.3,-0.1,4.2,6.2,78.1,33.0,69.2,63.0,6.0,4.1,42.4,Yes,Yes
1446,Princeton,2012,14.5,12.3,9,6.3,67.9,46.2,37.6,-0.3,3.9,4.4,62.5,34.2,66.9,62.5,7.4,-0.1,42.4,No,No
1447,Princeton,2013,14.5,12.3,5,6.4,72.3,46.2,39.5,0.2,3.0,6.0,60.7,32.5,64.4,58.4,6.7,2.3,42.4,No,No
1448,Princeton,2015,13.0,12.2,12,5.5,71.1,46.3,37.7,-0.2,3.0,3.1,53.3,36.6,68.9,65.7,8.4,-1.4,43.7,No,No
1449,Milwaukee,2016,17.2,11.0,5,4.5,77.2,45.6,36.3,-0.1,2.6,6.9,60.6,38.1,79.3,72.5,9.3,2.4,44.9,No,No
1450,Milwaukee,2017,13.3,12.0,13,4.7,66.0,44.1,34.8,-0.3,1.5,-4.2,31.4,35.3,67.1,71.3,7.8,-1.9,46.5,No,No
1451,Milwaukee,2018,13.0,12.5,6,5.9,67.4,44.6,33.4,-0.2,3.8,0.0,48.5,37.7,68.5,68.5,7.1,1.2,43.5,No,No
1452,Milwaukee,2010,12.4,13.7,12,5.6,68.5,43.0,33.5,-2.1,2.3,1.6,58.8,32.8,69.7,68.1,7.4,3.5,43.8,No,No
1453,Milwaukee,2011,12.8,13.9,14,5.0,65.4,43.1,35.2,-1.2,2.2,-1.0,57.6,36.0,68.7,69.7,7.6,0.5,44.9,No,No
1454,Milwaukee,2012,12.5,13.7,6,6.1,61.2,41.7,34.6,-0.2,2.6,1.7,58.8,29.0,64.2,62.5,7.8,0.9,41.9,No,No
1455,Milwaukee,2013,10.9,14.2,11,5.4,68.4,38.8,31.5,-2.2,3.6,-8.1,25.0,32.0,62.7,70.8,7.0,-4.7,45.1,No,No
1456,Milwaukee,2015,12.9,12.7,14,5.2,73.7,42.1,33.8,-2.1,2.8,-3.8,46.7,39.2,65.4,69.2,7.0,-0.8,45.1,No,No
1457,DePaul,2016,11.8,14.8,8,4.8,68.0,44.5,34.3,-2.5,3.1,-7.5,29.0,36.4,67.5,75.0,5.4,0.9,44.2,No,No
1458,DePaul,2017,11.4,14.1,13,6.7,73.5,43.0,32.6,-0.3,2.9,-5.7,28.1,36.1,68.9,74.6,5.8,-1.4,46.6,No,No
1459,DePaul,2018,15.0,13.9,15,6.5,70.8,42.8,31.0,0.5,3.0,-1.9,35.5,37.1,71.9,73.8,6.3,2.5,44.0,No,No
1460,DePaul,2010,11.8,10.9,8,7.6,58.2,39.8,31.4,2.0,3.1,-5.9,25.8,34.6,61.0,66.9,5.6,-5.5,43.4,No,No
1461,DePaul,2011,14.4,13.5,15,7.5,68.3,42.6,31.4,1.8,3.3,-8.8,22.6,35.0,67.9,76.7,5.3,-7.7,50.1,No,No
1462,DePaul,2012,15.3,13.4,16,7.9,69.6,43.8,33.5,2.3,4.1,-2.6,38.7,35.4,74.1,76.7,7.2,-6.6,48.2,No,No
1463,DePaul,2015,12.3,13.4,22,6.6,72.1,43.5,35.2,-0.7,3.8,-4.2,37.5,31.2,69.4,73.6,7.8,-5.5,46.0,No,No
1464,Belmont,2016,17.0,14.1,14,4.5,72.5,49.5,36.3,-1.8,2.5,4.0,62.5,35.2,82.4,78.4,10.6,-1.1,44.1,No,No
1465,Belmont,2017,16.0,12.7,11,4.4,76.8,46.9,34.2,-1.3,2.7,7.5,76.7,31.8,76.7,69.3,10.2,2.9,42.7,No,No
1466,Belmont,2018,16.0,12.4,6,4.9,73.9,48.6,37.6,-0.8,2.5,8.4,72.7,33.5,77.6,69.2,11.5,2.0,43.0,No,No
1467,Belmont,2010,14.4,16.5,14,7.2,67.4,44.9,34.4,-2.1,3.0,4.6,61.3,30.3,73.1,68.5,7.9,1.7,41.3,No,No
1468,Belmont,2011,16.3,13.7,7,9.7,73.6,46.2,37.8,5.3,3.4,17.5,85.7,33.6,79.7,62.2,9.3,3.5,40.9,Yes,Yes
1469,Belmont,2012,17.3,12.3,9,7.3,73.5,48.1,37.8,2.2,2.2,13.4,77.1,33.9,80.9,67.5,8.8,2.7,42.9,Yes,Yes
1470,Belmont,2013,15.6,13.3,5,9.8,73.2,49.1,38.3,4.0,2.7,12.2,78.8,33.5,76.8,64.5,8.5,-1.5,41.5,Yes,Yes
1471,Belmont,2015,15.3,13.7,1,6.3,69.2,47.6,38.0,-1.0,2.0,3.6,66.7,34.4,74.2,70.6,10.0,0.4,45.2,Yes,Yes
1472,Loyola Maryland,2016,11.2,13.1,18,5.4,71.2,43.0,30.4,-1.3,3.4,-5.7,30.0,37.2,69.7,75.3,5.4,0.2,45.9,No,No
1473,Loyola Maryland,2017,11.7,15.0,9,7.3,69.2,42.0,32.9,-0.6,3.5,-2.2,48.5,32.9,65.9,68.2,5.4,1.6,46.3,No,No
1474,Loyola Maryland,2010,11.4,15.0,23,6.4,69.9,42.0,35.7,-1.9,4.4,-1.1,43.3,33.4,65.0,66.1,5.5,0.0,39.7,No,No
1475,Loyola Maryland,2011,11.9,13.2,13,6.5,70.6,41.7,33.9,0.3,4.3,0.4,50.0,33.8,67.4,67.0,6.0,2.8,44.9,No,No
1476,Loyola Maryland,2015,9.7,12.9,16,5.5,67.1,38.2,32.5,-1.7,3.1,-7.4,36.7,32.9,58.8,66.2,4.9,1.2,44.3,No,No
1477,N.C. A&T,2016,10.6,13.7,24,5.1,71.1,40.6,31.4,-1.2,2.4,-8.3,31.3,33.9,67.8,76.0,6.2,-1.3,44.4,No,No
1478,N.C. A&T,2017,11.0,14.6,20,4.5,68.1,42.4,32.8,-4.8,2.2,-11.8,9.4,37.9,64.3,76.1,6.3,-0.4,44.4,No,No
1479,N.C. A&T,2018,15.3,13.7,9,6.1,71.1,46.2,30.1,-0.5,2.3,0.5,57.1,33.0,74.9,74.4,6.1,1.1,45.7,No,No
1480,N.C. A&T,2010,12.4,15.2,14,6.6,62.4,40.1,0.0,-0.1,5.0,-4.1,33.3,34.1,67.9,72.0,8.0,-3.6,41.6,No,No
1481,N.C. A&T,2011,12.0,14.9,8,6.5,66.5,43.1,0.0,-1.0,4.7,-2.8,46.9,33.5,71.3,74.1,6.4,-3.3,41.1,No,No
1482,N.C. A&T,2012,12.8,15.7,10,7.3,65.3,42.0,33.6,0.3,3.4,-2.8,37.5,32.4,69.9,72.7,7.0,-3.6,41.5,No,No
1483,N.C. A&T,2013,10.9,15.2,15,7.1,65.8,40.3,30.4,0.6,4.5,0.2,54.1,32.0,62.1,61.9,5.8,-1.5,38.8,No,No
1484,N.C. A&T,2015,9.3,15.1,15,5.3,68.2,40.0,28.3,-2.8,4.0,-7.1,28.1,35.8,58.9,66.0,4.9,-0.3,42.4,No,No
1485,Coastal Caro.,2016,12.0,12.3,14,5.9,66.5,44.7,34.1,-1.3,3.4,6.5,63.6,30.4,73.0,66.5,7.4,3.6,39.4,No,No
1486,Coastal Caro.,2017,12.0,13.0,15,6.1,65.8,42.3,33.1,-1.0,2.8,-0.6,51.3,33.5,72.6,73.3,8.2,3.1,41.7,No,No
1487,Coastal Caro.,2018,13.1,15.0,9,5.3,72.1,43.4,33.0,-2.6,3.6,1.8,43.8,34.1,71.8,70.0,6.8,5.8,40.5,No,No
1488,Coastal Caro.,2010,15.5,12.9,4,7.6,63.2,47.8,35.9,1.6,4.5,13.7,80.0,27.5,73.8,60.1,5.3,5.6,38.2,No,No
1489,Coastal Caro.,2015,11.3,11.7,12,7.1,69.0,44.0,36.0,0.1,3.3,9.3,70.6,32.5,71.7,62.4,6.7,8.0,39.6,No,No
1490,UNCW,2016,13.3,11.3,25,7.5,70.3,45.5,34.0,3.7,4.3,7.3,75.8,33.5,79.4,72.1,7.0,0.8,42.1,No,No
1491,UNCW,2017,16.1,10.4,22,6.7,69.1,48.0,36.6,4.1,3.4,9.8,82.9,33.8,84.8,75.0,9.6,2.2,47.8,No,No
1492,UNCW,2018,15.2,12.9,20,5.1,69.0,43.6,34.6,-1.3,2.1,-3.9,34.4,38.7,79.4,83.4,7.6,5.0,47.7,No,No
1493,UNCW,2015,11.5,12.3,28,7.6,67.5,44.2,34.8,1.7,4.4,1.2,56.3,33.0,70.0,68.8,5.1,-0.4,42.5,No,No
1494,A&M-Corpus Chris,2016,12.8,12.7,22,9.3,73.8,43.7,34.1,3.3,4.5,3.6,75.8,34.9,73.6,69.9,6.5,-0.8,41.7,No,No
1495,A&M-Corpus Chris,2017,13.5,13.5,16,9.4,72.2,47.1,33.2,2.8,3.9,3.9,66.7,34.4,75.4,71.5,5.4,-0.7,43.8,No,No
1496,A&M-Corpus Chris,2010,13.2,17.4,8,7.8,66.4,45.8,30.8,-3.1,3.8,2.0,53.1,33.3,68.3,66.2,5.1,5.1,42.2,No,No
1497,A&M-Corpus Chris,2015,10.4,12.6,17,6.8,68.7,44.6,33.1,0.9,2.7,2.2,58.8,32.0,66.6,64.5,4.9,-0.6,41.9,No,No
1498,Drake,2016,12.2,13.6,6,3.7,72.2,44.9,38.5,-3.8,2.1,-4.4,22.6,36.9,67.5,71.9,6.9,0.4,45.2,No,No
