Team Name,Year,Assists Per Game,Turnovers Per Game,Personal Fouls Per Game,Steals Per Game,Free-Throw Percentage,Field-Goal Percentage,Three-Point Field-Goal Percentage,Turnover Margin,Blocked Shots Per Game,Scoring Margin,Won-Lost Percentage,Three Pt FG Defense,Scoring Offense,Scoring Defense,Three-Point Field Goals Per Game,Rebound Margin,Field-Goal Percentage Defense,Qualified
Virginia Tech,2012,11.7,11.8,12,5.5,72.5,42,36.5,0.7,3.2,2.7,48.5,28,65.1,62.3,6.2,-0.4,41.7,No
Virginia Tech,2013,10.2,12,11,4.3,70.9,42.6,31.4,-1.4,3.9,-4.5,40.6,34.8,70.3,74.8,5.7,-1.5,43.6,No
Virginia Tech,2015,12,11.7,15,4.4,64,44.6,38.9,0.5,2.9,-4,33.3,35.1,65.3,69.4,7.3,-6.4,43.9,No
BYU,2016,16.5,11.7,13,6.9,69,46.3,38.2,1.5,4.4,10.8,70.3,33.3,83.6,72.8,8.9,4.7,41.5,No
BYU,2017,15.7,13.8,15,6.6,73.3,45.6,34.4,-1.6,4.6,6.4,64.7,32.4,80.6,74.2,6.8,5.6,41.6,No
BYU,2018,15.2,11.5,12,6.4,75,48.2,34.7,1.2,3.8,6.5,68.6,33.6,74.3,67.8,6.4,1.3,44.9,No
BYU,2010,15.8,11.6,5,8.5,79,48.3,41.7,4.1,3.5,16.7,83.3,33.3,83.1,66.4,8.1,4.2,40.8,Yes
BYU,2011,14.5,10.9,10,8.1,76.5,44.9,36.1,3.5,4.1,13.5,86.5,32.7,81.4,67.9,8.4,2.8,41.5,No
BYU,2012,17.1,13.5,15,8.5,70,46.5,34.3,2.3,4.4,10.5,74.3,31.2,77.9,67.4,6.7,3.8,41.4,Yes
BYU,2013,16,12,12,8.1,72.8,45.7,33.8,1.7,2.5,7.6,66.7,33.2,77.1,69.5,5.9,3.9,42.1,No
BYU,2015,17,11.9,13,7.3,76.6,46.7,39.3,1.1,2.9,10.6,71.4,32.7,83.7,73.2,8.6,4.7,43.6,Yes
Pittsburgh,2016,16.6,11.6,4,4.9,75.2,45.8,34.6,-0.2,3.7,7.8,63.6,35.2,75,67.3,6.2,7.2,43.3,Yes
Pittsburgh,2017,14.3,12,8,3.8,73.3,44.2,36.1,-2.2,3.4,-1.8,48.5,35.6,72.8,74.7,8,0.2,44.9,No
Pittsburgh,2018,12.4,13.8,13,4.3,69.5,40.5,32.5,-3.6,3.5,-10.3,25,33.4,62,72.4,8.1,-6.3,43.9,No
Pittsburgh,2010,15.8,12.4,8,5.2,69.3,44.7,34.4,-1.6,4.1,6.9,73.5,31.4,68.7,61.8,5.3,5,40,No
Pittsburgh,2011,17.5,11.7,6,4.7,67.1,47.5,39.5,-0.6,3.3,13,82.4,32.6,73.9,61,5.9,10.8,39.7,No
Pittsburgh,2012,15.2,12.7,7,4.7,69.9,45.3,34.9,-1.6,2.6,3.5,56.4,33.4,69,65.5,6.3,6.4,44.1,No
Pittsburgh,2015,16.5,9.9,4,4.9,68.5,44.7,33.9,0.9,2.8,1.4,55.9,35.2,67,65.6,4.8,1.9,44.8,No
North Dakota St.,2016,10.5,10.5,9,6,68.3,44.5,34,1,3.5,4.3,60.6,32.3,68.8,64.5,6.5,1.1,42.2,No
North Dakota St.,2017,12.2,11.6,6,6.1,71.1,45.8,36.8,0.6,3.7,3.3,63.3,38,74.8,71.5,7.7,0,42.9,No
North Dakota St.,2018,13.2,12.6,8,4.5,76.1,46.9,37.8,-2.4,2.4,3.7,46.9,34.5,74.4,70.8,9.2,1.4,42.7,No
North Dakota St.,2011,13.7,13.1,13,5.9,69.3,47.1,38.2,0.1,2.6,4.3,48.3,33.7,75.4,71.1,5.7,3.5,44.2,No
North Dakota St.,2012,13.6,12.4,18,6.2,72.1,48.8,37.5,0,3.5,4.8,54.8,36.9,73.1,68.4,6.4,1.3,43.4,No
North Dakota St.,2013,12.5,11,5,5.8,72.2,46.8,35.8,0.4,4.2,11.1,70.6,31.7,67.1,56.1,6.9,5.1,38.6,No
North Dakota St.,2015,9.5,9.8,13,4.7,69.2,43.4,38.3,0.7,3.7,2.6,69.7,36.9,64.9,62.3,7,1.7,42.1,No
Columbia,2016,14.8,10.8,13,6.3,71.9,45.2,37.6,2,3.5,7.7,71.4,35.5,76.3,68.5,9.6,2.5,43.9,No
Columbia,2017,15.6,12.9,7,7.1,70.8,43.6,35.9,1.5,3,-0.9,40.7,36.1,71.9,72.7,7.8,-2,43.4,No
Columbia,2018,14.2,12.5,7,6.6,74,44.2,36.7,0.6,3.4,-0.9,29.6,37.6,76.4,77.2,10,-1.4,45,No
Columbia,2011,11.6,12.4,10,6.4,71.4,42.7,33.8,0.3,3,-0.2,53.6,36.5,70.8,71,5.6,3.5,45.7,No
Columbia,2012,12.7,12.2,11,6.1,74.3,43.1,37.3,0,2.3,3.1,50,36,65.2,62.1,7,2.1,41.6,No
Columbia,2013,12,10.9,10,6.2,74.5,42.1,34.7,1.5,2.6,1.9,42.9,36.8,62.4,60.5,6.5,1,43.5,No
Columbia,2015,11.9,11.7,9,4.9,71.6,43.8,36.4,-1.5,3.6,2.8,46.4,32.9,64.9,62,8.7,2.4,43.2,No
Iowa St.,2016,16.5,11.4,12,6.2,70.2,50.3,38.7,0.8,4.1,6.8,65.7,33.5,81.8,75,8.4,-0.5,43.8,No
Iowa St.,2017,15.8,10.1,8,7.8,70,47.2,40,3.9,3.5,8.6,68.6,34.6,80.8,72.3,9.8,-3.4,42.8,No
Iowa St.,2010,14.3,13.9,6,5.3,65.7,44.3,37.3,-1.3,4.9,2.2,46.9,33.4,72.7,70.5,6.5,1.7,42,No
Iowa St.,2011,15,12.5,14,6.8,72.1,43.7,36.8,1.8,3.7,4.3,50,33.6,74.8,70.5,8.6,-2.3,42.1,No
Iowa St.,2012,14.2,12.3,5,5.8,68.8,44.9,37.3,-0.7,2.8,6,67.6,30.6,73.2,67.2,8.6,4.6,43.7,No
Iowa St.,2013,16,13.1,12,6.4,73.1,45.6,37.4,0.1,2.8,8.4,65.7,31.1,79.4,71,9.9,4.6,42.9,No
Iowa St.,2015,16.1,11,6,6.4,69.6,47.6,36.2,1.9,3.9,8.8,73.5,34.7,77.8,69,7.7,0.7,41.6,No
Air Force,2016,13.1,13.2,15,6.1,68.3,42.7,33.9,0.4,1.8,-4.4,43.8,34.4,68.4,72.8,6.3,-2.5,43,No
Air Force,2017,15,12,16,6,71.7,43.6,36.3,0.3,1.7,-2,36.4,36.4,73.1,75.1,8,0.5,45.7,No
Air Force,2018,14.4,12.6,7,6.5,73.4,41.9,33.1,1.5,2.5,-3.9,38.7,39.7,68.5,72.4,8.1,-1.8,46.3,No
Air Force,2010,12.5,12.7,4,5,63.5,44.3,31.3,-0.9,1.6,-5.9,32.3,34.7,57.2,63.1,5.7,-3.7,45.1,No
Air Force,2011,15.4,12.1,13,6.3,70.5,47.1,37.7,0.7,2.6,-0.3,50,33.8,64.8,65.1,6.6,-6,40.6,No
Air Force,2012,13.9,12.8,8,6.7,67.4,44.5,33.7,1.2,3.1,-0.4,44.8,32,61.6,62,6.6,-5.4,41,No
Air Force,2013,15.9,11.9,7,6.4,71.4,47,38.2,1,1.7,2.2,56.3,31.9,70,67.8,8.5,-2.8,44.9,No
Air Force,2015,15.6,11.8,5,6.3,65.9,47.4,37.1,0.5,2.1,0.6,45.2,36.1,65.7,65.1,7.5,-0.8,44.2,No
Long Beach St.,2016,15.2,12.3,22,6.5,68.8,43.1,36.7,2,2.6,1.3,57.1,34.7,74.7,73.4,8.2,-2.4,44.1,No
Long Beach St.,2017,13.1,14.4,18,5.9,72.4,44,35.1,-0.6,2.7,-3.4,44.1,37.8,75,78.4,6.4,-0.6,46.3,No
Long Beach St.,2018,12.7,15.2,14,6.6,72.8,45.2,35.1,-1.6,3.6,-3.1,45.5,36.5,75.3,78.4,5.9,1.7,46.8,No
Long Beach St.,2010,13.3,14.3,8,7.8,65.2,43.3,33,1.1,2.7,-0.1,51.5,31.6,71,71.1,6.1,-1.9,44.2,No
Long Beach St.,2011,13.4,14.4,7,6,67.2,44.6,34.4,-0.9,2.1,2.7,64.7,33,73.2,70.5,6.4,2.9,44.7,No
Long Beach St.,2012,14,12.9,9,7.1,66.9,46.8,35.8,2.1,2.7,9.9,73.5,33.6,73.8,64,6.5,3,42.1,No
Long Beach St.,2013,12.1,14.7,5,6.5,66.1,44.2,34,-1,3.5,-2.1,57.6,37.2,69.4,71.5,6.8,-1.3,43.7,No
Long Beach St.,2015,11.2,13.5,7,6.5,68.3,42.1,34.2,0.5,2.4,-1,48.5,33,66.3,67.3,7,-1.6,42.5,No
Loyola Marymount,2016,15.5,11.4,16,6.8,72.6,41.8,33.9,2.7,2.9,-3.6,45.2,37.5,71.2,74.8,7.3,-3.5,46,No
Loyola Marymount,2017,14.8,13.2,19,7.6,61.9,44.4,35.3,1.7,4,-0.4,50,34.7,70.4,70.8,7.2,-0.7,44.9,No
Loyola Marymount,2018,14.2,13,17,7,71,44.3,34.8,0.4,2.3,-4.6,35.5,38,71.8,76.4,6.5,0.5,49.7,No
Loyola Marymount,2010,13.9,13,20,7.5,69,45.5,37.6,0.7,4.1,-0.1,52.9,38.8,75.8,75.9,5.9,-0.6,44,No
Loyola Marymount,2012,11.9,13.6,14,7.4,73.8,42.6,34.6,0.9,3,3,61.8,30.2,70.6,67.7,6.5,-0.2,41.5,No
Loyola Marymount,2013,10.8,13.2,26,7.2,70.3,40.2,33.1,0.8,2.4,-4,32.4,37.7,64.8,68.8,5.8,0.2,44.3,No
Loyola Marymount,2015,12.5,13.6,10,6.1,71,41.8,35.4,-2.1,3.5,-8.4,25.8,38.9,62.2,70.6,5.2,-0.5,45.8,No
Furman,2016,12.1,13.5,4,6.2,69.5,45.4,32.2,-0.7,3.3,4.4,54.3,34.6,71.1,66.7,7.2,4.3,43.5,No
Furman,2017,15,12.9,5,7,69.7,47.3,38.5,0.6,2.3,7.7,65.7,31.2,74,66.3,9.1,2.4,42.4,No
Furman,2018,15.9,11.6,5,8,71.3,47,35.6,3.2,2.2,10.9,69.7,31.6,79.4,68.5,10.2,0.2,43.3,No
Furman,2010,11.6,14.4,15,4.9,71.5,41.7,35.2,-1.9,5.1,-0.2,43.3,33.5,68.4,68.6,6.5,0.2,42.4,No
Furman,2011,12.2,13.2,10,5.2,72.5,44.7,37.4,-0.7,3.5,4.5,66.7,32.9,68.8,64.4,7.2,2.9,42.3,No
Furman,2012,10.9,13.9,14,5.2,71.4,41.4,33.7,-1.5,3.4,-0.5,48.4,30.6,64.7,65.2,6.8,2.5,43.4,No
Furman,2013,11,14.5,8,5.3,69,40.8,33.5,-3,3.7,-10,22.6,38,60.3,70.3,6.1,-3.3,46.1,No
Furman,2015,10.4,13.3,17,5.5,66.9,42.8,32.8,-2.4,2.8,-4.5,33.3,35.4,63.6,68,6.5,-0.8,44.9,No
UALR,2010,12.1,13.4,14,4.7,69.9,42.5,36.9,-1.4,2.7,-5.5,26.7,35.3,67.6,73.1,6.2,-1.4,44.1,No
UALR,2011,12,11.9,14,5.9,69,42.6,39.3,1.9,2.5,0.9,52.8,33.7,68.3,67.4,6.7,-1.6,43.4,No
UALR,2012,10.5,12.5,10,6.4,69.8,40.6,32.7,1.9,3,-0.5,48.4,33.2,63.7,64.2,5.2,-2.6,42,No
UALR,2013,11.6,15.3,10,6.7,67.6,42.2,33.7,1.1,3.8,-0.2,53.1,33.3,66.5,66.6,5.1,-0.7,42.2,No
UAB,2016,18.4,12.5,8,6.5,72.2,47.8,37.2,0.1,6.1,8.6,78.8,32.7,79,70.4,7.6,3.4,41.7,No
UAB,2017,15.2,13.5,8,4.8,73.6,46.2,34.9,-1.9,4.9,1.6,51.5,34.2,71.8,70.2,6.2,3.3,43,No
UAB,2018,17,13.2,7,5.4,75,48.8,34.5,-0.7,3.8,7.1,60.6,34.2,76.8,69.8,6.8,6.7,42.4,No
UAB,2010,11.5,13.3,13,6.6,69.4,42.2,31.1,0.7,2.7,6.6,73.5,31.3,66.9,60.4,5.2,4.9,40.7,No
UAB,2011,13.5,12.5,13,5.3,71.7,43.8,34.2,-0.1,3.1,5.8,71,31,68.4,62.6,7.7,2.4,41.3,No
UAB,2012,11.4,14.2,9,4.4,68.6,41.9,34.4,-2.5,3.5,-1,48.4,34.8,60.5,61.5,5.8,3,41.3,No
UAB,2013,16,15.5,16,8.2,72.4,43.3,33.4,0.5,2.6,0.2,48.5,35.6,71.4,71.2,6.6,1.7,44.2,No
UAB,2015,14.3,13.4,9,6.6,73.8,42.8,33.3,-0.2,5.1,0.7,55.6,32.5,68.8,68.1,5.6,1.5,42.4,Yes
Stanford,2016,11.7,11.8,20,6.8,68.4,42.6,32,1.7,3.1,-0.8,50,36.4,69.6,70.4,5.7,-0.9,44.2,No
Stanford,2017,13.6,12.9,15,6.8,68.2,44,32,1.5,2.5,-1.4,45.2,38.2,69.7,71.1,5.1,1.2,44.4,No
Stanford,2018,13.4,15,23,5.2,68.5,46.1,36.9,-3.4,3.5,0.9,54.3,35.1,75.9,74.9,6.7,5.7,43.3,No
Stanford,2010,13.1,12.1,12,5.4,66.4,43.4,35.4,1.1,1.7,-0.8,43.8,33.3,69.1,69.9,6.6,-1.3,44.9,No
Stanford,2011,11.6,13.4,7,4.8,65.8,43.1,35.6,0.7,3.4,1.2,48.4,36.4,66.4,65.2,6.4,1.6,43.1,No
Stanford,2012,12.9,13.8,15,6.6,66.6,44.5,37.9,1.3,3.4,8.6,70.3,33.5,71.8,63.2,6.8,4.7,41.3,No
Stanford,2013,12.1,11.8,9,5.9,74.3,41.6,35.9,1.4,4,4,55.9,33.3,70.5,66.5,7,1.8,42.5,No
Stanford,2015,11.8,10.8,17,5.5,72.6,43.5,37.8,0.7,2.8,5,64.9,37.4,72.3,67.3,6.6,4.2,42.3,No
Iona,2016,16.7,12.8,16,7.5,71.1,45.7,37,1.2,4.1,5.4,66.7,35.8,79.6,74.3,9.9,-0.5,42.3,No
Iona,2017,15.5,12,10,6.8,76.8,45.4,39.7,1.1,3.1,3.5,62.9,36.1,80.4,76.8,9.8,-2.6,43.6,Yes
Iona,2018,15.9,11.6,10,6.7,73.8,46.1,38.3,2,3,2.9,58.8,35.8,79.4,76.5,9.5,-4,46.1,No
Iona,2010,13.6,13.5,12,7.9,68.1,42,36.7,2.7,2.9,4.2,67.7,32.6,66.1,62,7.3,-2.3,39.9,No
Iona,2011,17.4,12.6,12,7.5,65.7,47.6,37.5,2.1,3.3,9.3,67.6,35.7,79,69.7,8.1,2.3,44.2,No
Iona,2012,19.3,12.5,9,7.3,71.3,50.2,38.7,3.5,2.2,10.2,75.8,35.4,82.9,72.7,7.7,0.7,45.1,Yes
Iona,2013,15.4,12.4,14,6.5,78.1,45.4,36.7,1.6,3,4.1,58.8,37.5,80.4,76.3,8.3,0,45,No
Iona,2015,16.4,12.2,7,6.5,70.1,46.3,39.6,-0.3,3.9,6.2,74.3,35.5,79.5,73.3,9.8,-1.7,42.4,No
Alcorn,2016,9.1,14.3,14,4.5,67.8,40.9,31,-2.4,3.7,-5,50,36.4,67.2,72.1,5.8,1.1,44.7,No
Alcorn,2017,13.3,14.1,5,6.5,65.2,42.9,33.2,-1.1,3.5,1.4,56.3,30.6,69.4,68,6.9,2.2,41.8,No
Alcorn,2018,13.1,14.4,21,6.3,70.7,43.4,34.3,-1.3,2.7,-4.5,34.4,34.7,70.1,74.6,7.5,-2.3,43.3,No
Alcorn,2015,8.9,11.5,14,6,65.8,38.8,28,0.9,2.7,-9.7,18.8,37.1,64.6,74.3,4.8,-5.1,46.9,No
Little Rock,2016,12.9,10.4,5,6.6,72.9,45.3,38.4,3.5,3,10.2,85.7,31.3,71.1,60.8,7.6,-0.1,39.5,No
Little Rock,2017,11.8,12.9,10,5.7,74.1,44.3,34.6,0.5,3.8,0.1,46.9,36,68.4,68.3,6.5,0.8,44.5,No
Little Rock,2018,12.2,14.3,8,5,61,42.7,32.1,-0.7,2.9,-6.4,21.9,35.3,63.7,70.1,6.3,-1.3,43.2,No
Little Rock,2015,12.3,10.5,12,5.6,70.4,41.7,34.4,3,2.8,-1.1,41.9,37,69.2,70.3,7.1,-2.6,44.4,No
Illinois,2016,13.6,10.5,6,5.9,74.6,43.2,36.3,2.9,1.9,-2.6,44.1,38.6,72.1,74.8,8.1,-5.5,46.2,No
Illinois,2017,13.5,12.4,4,5.6,68.7,44.5,36.9,0.4,2.4,2.6,57.1,33.4,71.7,69.1,7.7,1.6,43.4,No
Illinois,2018,13.8,13.3,18,7.5,73.2,43.9,33.5,3.6,2.2,2,43.8,34.4,75.8,73.8,7.4,-0.3,47.2,No
Illinois,2010,15.8,12.3,17,5.6,71.3,45,34,-0.3,4,3.9,58.3,32.1,70.8,66.8,6.1,2.7,40,No
Illinois,2011,16.7,12.8,10,5.5,72.9,46.8,38.7,-0.6,4.5,5.6,58.8,30.5,71,65.4,6.8,1.6,40.4,Yes
Illinois,2012,12.5,13.4,12,5.1,71.5,44.1,30.4,-0.2,4.1,1.3,53.1,37.9,65.6,64.2,5.8,1.3,42.9,No
Illinois,2013,10.1,11.4,15,6.8,72.6,41.2,32.1,2.8,3.9,3.7,63.9,34.2,68.5,64.8,7.8,-1.1,42.4,Yes
Illinois,2015,11.8,9.9,7,6.3,79.4,41.3,35.5,2.9,3.2,5.5,57.6,32.9,69.1,63.6,7.2,0.6,42.1,No
New Mexico St.,2016,14.1,13.6,5,4.2,67.7,46.2,33.3,-2.5,4.7,8.2,67.6,33.6,71.3,63.1,5.3,9.8,39.2,No
New Mexico St.,2017,14.9,13.7,15,4.9,71.2,46.7,33.7,0,3.8,10.8,82.4,29.4,78.8,67.9,7.4,6.3,41.9,No
New Mexico St.,2018,14.1,12.6,5,5.6,64.3,45.8,33.4,1,3,11.4,82.4,31,75.6,64.2,7.6,8.8,39.8,No
New Mexico St.,2010,14.2,12.9,9,6,70,46,37.1,0.4,3.3,0.7,64.7,35.6,78.3,77.6,8.4,-2.1,44.9,No
New Mexico St.,2011,12.4,14.8,15,6.5,67.6,44.6,33.2,0.3,3.8,1.5,48.5,32.6,71.6,70.2,5.6,0.5,44,No
New Mexico St.,2015,11.9,13.8,12,6.4,69.4,46.2,36.7,-0.6,3.6,8.3,67.6,30.6,68.1,59.8,4.9,6.4,42.5,No
Omaha,2016,14.4,12.9,13,9.3,74.5,47.1,33.7,2.9,2.9,3.4,56.3,35.7,85.3,81.8,6.3,-1.7,46.1,No
Omaha,2017,13.8,13.9,11,8.2,74.8,45.4,38.8,1.2,3.3,0.4,56.3,36.9,83.9,83.5,9.3,-1.9,46.4,No
Omaha,2018,13.1,13.2,5,5.7,70.6,45.8,36.6,-1.4,2.7,-6.9,29,37.3,76.5,83.5,8.2,-3,48,No
Arizona St.,2016,12.7,12,14,5.3,68.7,41.5,33.6,0.8,2.7,-0.7,46.9,35.3,73.3,74,7.9,0.6,45.8,No
Arizona St.,2017,13,10.4,16,5.9,74.9,43.4,36.6,2.9,3.2,-3.1,45.5,36.4,78.6,81.7,9.9,-7.1,47.9,No
Arizona St.,2018,14.3,10.7,18,6.5,73.3,46.3,36.3,4.1,3.6,7.8,62.5,34.2,82.7,74.8,9,-1.4,43.8,No
Arizona St.,2010,14,11.9,9,6.5,71.2,45.2,36.9,1,2.4,8,66.7,31.7,66.7,58.7,8.2,-0.2,40.2,No
Arizona St.,2011,14.9,12.2,10,6.3,62.8,43,35.1,0.6,3.7,-2.9,38.7,34.6,64,66.9,7.7,-3.6,42.9,No
Arizona St.,2012,12.2,16.3,13,5.6,67.7,45.4,36.4,-5,4,-5.3,32.3,36.8,61,66.3,5.8,1.5,43.1,No
Arizona St.,2013,14.2,12.7,9,6.3,64.9,45.9,34.6,-0.3,6,4.3,62.9,33.7,71.8,67.5,7.1,0.3,41,No
Arizona St.,2015,12.7,13.9,12,5.9,66.7,44.5,35,-1.1,2.3,2.9,52.9,36.2,69.4,66.6,6.8,3.8,45.1,No
St. John's (NY),2016,13.1,15.3,13,6.3,63.6,40.6,32.6,-0.7,5.6,-9.3,25,37,67.9,77.3,6.4,-3.8,45,No
St. John's (NY),2017,13.5,13.1,20,6.8,72.4,43.3,36.4,2.1,6,-1.9,42.4,37.5,76.8,78.7,8.4,-4.5,46.1,No
St. John's (NY),2018,12.8,11.9,24,8.5,74.1,43.4,32.9,4.3,5.2,0.5,48.5,36.9,73.1,72.6,7,-5.9,42,No
St. John's (NY),2010,13.1,12.4,11,6.7,65.2,42.4,33.5,1.2,3.8,1.6,51.5,35.9,67.3,65.7,5.8,2.5,42.8,No
St. John's (NY),2015,12.4,10.7,22,7.5,69.1,44.2,34.8,2.5,6.4,3.1,63.6,33,71,67.9,6,-3.8,40.7,No
Colorado,2016,13.6,13.4,10,5.2,73.4,42.6,38.9,-2.3,4.9,5,64.7,35.5,75.8,70.8,7.4,8.6,41.8,Yes
Colorado,2017,13.9,12.1,9,5.1,70.4,44.6,34.8,-0.1,4.3,3.3,55.9,36.7,75.5,72.2,7.4,3,43.2,No
Colorado,2018,12.8,14.1,18,4.4,72.9,44,35.9,-3.5,3.8,-0.9,53.1,35.7,72.1,73,7.5,3.4,42.3,No
Colorado,2010,14.3,13.2,19,8.3,76.6,47.3,38.8,1.9,2.3,0.5,48.4,34.7,74.6,74.2,6.6,-7.5,46.2,No
Colorado,2011,13.8,11.7,14,6.8,77.8,47.3,37.2,1.7,2.9,6.3,63.2,36.4,79.6,73.3,6.1,2.8,44.8,No
Colorado,2012,11.7,13,9,5.8,69.1,44.6,34.8,-0.7,3.3,4.4,66.7,32.6,67.5,63,5.5,3,40.4,Yes
Colorado,2013,9.9,13.3,15,7,68.6,43.3,34.4,-0.4,3.2,4,63.6,32,67.6,63.6,5.4,3.3,40.1,Yes
Colorado,2015,11.8,13.2,15,5.7,71.3,43.6,33.5,-1.9,3.9,0.8,47.1,35.3,69,68.1,5.3,5,42.4,No
Texas A&M,2016,16.6,12.1,8,7,67.2,44.9,34.1,2.4,3.6,10,75.7,33.3,76.4,66.4,7.6,4.4,40.7,No
Texas A&M,2017,15.8,14.2,8,6,64.9,45.8,32.9,-2.5,5.6,2.4,51.6,35.2,70.2,67.8,6.1,5.3,40.4,No
Texas A&M,2018,15.4,13.6,4,5.4,66.1,46,32.9,-2.8,6,4.7,62.9,32.6,75.2,70.5,6.6,6.5,40.7,No
Texas A&M,2010,12.3,12.3,8,6.6,66.1,44,33.5,1.6,3.3,6.9,70.6,33.4,71.4,64.5,6.2,2.7,41,No
Texas A&M,2011,13.5,12.9,10,6.5,69.7,44.1,33.9,0.5,1.5,7.4,72.7,31.6,68.3,60.9,5.5,6.2,41.2,No
Texas A&M,2012,11.7,13.4,14,5.7,65.7,43.2,33,-1.3,2.2,-0.4,43.8,31.4,61.1,61.5,5.1,1.7,41,No
Texas A&M,2013,11.5,13.3,12,6.5,70.5,44,35.6,0.5,3,1.6,54.5,33.5,63.7,62.1,5,1.1,41.5,No
Texas A&M,2015,14.7,12.4,6,5.6,65.8,45.3,34.7,0.1,2.9,4.8,63.6,31,67.8,62.9,5.5,4.6,40.2,No
LSU,2016,15.4,11.9,18,8,66.5,46,32.7,1.9,2.7,1.8,57.6,35,78.8,77.1,6.2,-0.1,45.3,No
LSU,2017,12.8,14.5,10,6,69.6,45.1,33.6,-2.2,3.5,-8.2,32.3,38.3,74.8,83,6.3,-0.8,47.2,No
LSU,2018,14.2,11.6,8,7.6,73.1,47.6,34.6,2.1,3.3,2.9,54.5,35.3,77.5,74.6,8.1,-0.9,45.5,No
LSU,2011,11.4,14.4,18,6.4,66.5,40,31.2,-1.1,3.3,-4.3,34.4,32.8,62.2,66.6,5.5,-2.1,41.5,No
LSU,2012,12.6,13,11,7,69.1,40.6,32.6,1.6,3.9,1.2,54.5,31.9,65.4,64.2,5.2,1.2,42,No
LSU,2013,14.3,14.4,14,9.1,62.5,42.8,35.6,0.8,3.8,1.8,61.3,31.5,70.8,69,7.5,-0.5,42.1,No
LSU,2015,15.6,14.4,13,7.3,68.4,45.5,33.9,-0.8,6.2,5.8,66.7,30.9,73.4,67.7,5.7,2.3,40.2,Yes
San Diego St.,2016,10.7,12.3,14,5.5,68.7,42.1,32.3,-0.2,5.4,7.9,73.7,30,68.6,60.6,5.8,5.5,37.3,No
San Diego St.,2017,10.9,11.7,15,6.9,69.8,41.6,31.7,1.1,5,5.9,57.6,32.4,68.5,62.5,7.1,1.3,38.8,No
San Diego St.,2018,14.8,11.9,6,6.2,71.5,45.9,33.7,1.5,3.2,9.2,66.7,32.7,77.1,67.9,7.2,5.2,41.7,No
San Diego St.,2011,13.5,10.9,8,6.1,69.7,46.3,34.9,1.6,4.6,12.6,91.9,31.9,71.9,59.2,6,6.8,39.6,No
San Diego St.,2012,12.3,12.5,9,5.6,70.1,45.3,34.1,0.3,2.3,7.4,76.5,33.8,71.1,63.7,5.8,4.4,40.5,No
San Diego St.,2013,12.5,12.1,5,6.9,68.3,43.8,32.7,0.6,4.6,8.2,67.6,32.3,69.3,61.1,5.9,3.7,39.3,No
San Diego St.,2015,10.5,11.4,4,6.9,63,41.8,32,1.7,5,8,75,30.3,61.8,53.9,5.3,3.3,38.4,No
Chicago St.,2016,11.7,14.3,17,7.7,67,38.3,30.4,0.4,3.1,-10.6,12.5,38.1,66.9,77.4,7.1,-3.5,45.4,No
Chicago St.,2017,11.3,13.8,18,6.7,70.1,38.4,31.1,-0.2,2.1,-13.2,18.8,36.1,65.3,78.5,6.6,-4.8,46.5,No
Chicago St.,2018,11.5,15.1,18,7.3,72.4,40.8,30.8,-0.9,2.5,-18.3,9.4,39.7,67.8,86.1,5.3,-6.8,49.7,No
Chicago St.,2012,10.7,16.9,26,7.1,65.2,39.7,29.5,-2.6,3.3,-14.3,13.3,36,62.8,77.1,5.2,-2.8,45.1,No
Chicago St.,2013,12.3,14.7,18,9.4,72.7,40,33.4,2.1,2.8,-3.8,33.3,36,65.2,69,7,-3.4,44.2,No
Chicago St.,2015,9.2,14.7,16,8.4,66.7,37.7,30.1,0.7,2.9,-8.1,25,37.6,58,66.1,6.1,-1.2,44.6,No
Stony Brook,2016,16.4,11.5,7,6.2,67.5,46.8,36.9,1.2,4.6,12.1,78.8,32.7,76.2,64.1,6.7,7.7,40.8,No
Stony Brook,2017,12.2,10.2,10,5.4,72.2,40.4,32.7,3.1,3.2,0.3,56.3,37.5,69.2,68.9,7.8,-1.5,43.9,No
Stony Brook,2018,13.3,14,13,8.2,65.7,41.7,32.9,0.9,2.9,-1.4,40.6,35.1,68.9,70.3,7.8,0.3,43.7,No
Stony Brook,2010,11.6,12.6,6,7.2,69.2,43,35.3,1.6,1.9,4.9,68.8,35.3,68.9,64,6.1,2.7,41.8,No
Stony Brook,2011,9.5,12.3,8,5.4,65.8,38.2,34.5,1.1,2.8,0.5,46.9,30.8,61,60.4,6.9,-0.3,39,No
Stony Brook,2012,11,12.3,6,5.5,69.3,42.7,32.9,1.2,1.7,7.3,68.8,35,66.4,59.1,6.2,8.3,41.9,No
Stony Brook,2013,12.3,11.8,1,6.4,70.4,44.4,35.3,1.6,3.8,10.5,75.8,31,68,57.5,5.8,5.2,37.8,No
Stony Brook,2015,12,11.9,5,5.1,66.3,41.8,33.2,-0.5,4.2,5.4,65.7,34.1,65.4,60.1,5.5,8.3,39.6,No
NC State,2017,14.3,13.4,13,5.1,70,46.8,35.6,-2.1,4.4,-2,46.9,37,77.6,79.6,7.1,0.2,45,No
NC State,2018,16.1,12.1,12,7.4,69.6,47,37.2,2.6,3.7,6.2,63.6,31.6,81.3,75.1,8,0.4,46.5,No
Providence,2016,15.7,11.3,10,6.5,72.5,42.1,32.1,3.2,3.5,3.5,68.6,32.3,73.6,70.1,7.1,-0.9,44,Yes
